1403638525277829376,0.03977,-0.02792,0.34868,-0.02615,0.80697,0.05079,0.58783,-0.01167,0.00609,-0.51994,
1403638525377829632,0.03891,-0.02886,0.29473,-0.02896,0.81586,0.05592,0.57480,-0.03322,0.01440,-0.55400,
1403638525477829376,0.03614,-0.02886,0.24224,-0.03764,0.82808,0.05796,0.55633,-0.04068,0.01951,-0.51393,
1403638525577829632,0.03114,-0.03023,0.19646,-0.04385,0.83710,0.05746,0.54225,-0.03626,-0.00079,-0.44534,
1403638525677829632,0.02845,-0.03243,0.15806,-0.04485,0.84001,0.05449,0.53796,-0.01429,-0.00652,-0.35336,
1403638525777829376,0.02789,-0.03306,0.12751,-0.04202,0.83849,0.04863,0.54111,-0.00712,-0.00005,-0.26484,
1403638525877829632,0.02732,-0.03501,0.10537,-0.03519,0.83487,0.04438,0.54753,-0.01272,-0.03120,-0.16930,
1403638525977829376,0.02264,-0.04328,0.09294,-0.02682,0.83345,0.04320,0.55025,-0.03497,-0.13378,-0.06479,
1403638526077829632,0.01926,-0.06305,0.09218,-0.02251,0.83504,0.04113,0.54819,-0.02703,-0.24990,0.02355,
1403638526177829632,0.01678,-0.09230,0.10029,-0.02079,0.83744,0.03212,0.54518,-0.03459,-0.33338,0.10832,
1403638526277829376,0.01276,-0.12839,0.11369,-0.01741,0.83653,0.02312,0.54715,-0.04929,-0.38762,0.14247,
1403638526377829632,0.00599,-0.16916,0.12836,-0.01517,0.83241,0.01449,0.55376,-0.07835,-0.43725,0.13842,
1403638526477829376,-0.00336,-0.21449,0.14128,-0.01392,0.82732,0.00344,0.56156,-0.09495,-0.48177,0.10373,
1403638526577829632,-0.01390,-0.26584,0.15039,-0.01267,0.82201,-0.00752,0.56928,-0.10671,-0.55441,0.07434,
1403638526677829632,-0.02609,-0.32450,0.15739,-0.00820,0.81685,-0.01597,0.57657,-0.13182,-0.61607,0.05867,
1403638526777829376,-0.04106,-0.38872,0.16255,0.00031,0.81376,-0.02151,0.58081,-0.15027,-0.66135,0.04091,
1403638526877829632,-0.05762,-0.45364,0.16567,0.00837,0.81300,-0.02480,0.58168,-0.16501,-0.63324,0.02849,
1403638526977829376,-0.07449,-0.51515,0.16843,0.01263,0.81609,-0.03115,0.57695,-0.15490,-0.59610,0.02605,
1403638527077829632,-0.08905,-0.57327,0.17199,0.02028,0.82060,-0.04423,0.56943,-0.13236,-0.54626,0.04477,
1403638527177829632,-0.10026,-0.62503,0.17763,0.02806,0.82239,-0.05939,0.56512,-0.09736,-0.46279,0.06689,
1403638527277829376,-0.10697,-0.66530,0.18448,0.03949,0.81947,-0.07311,0.56707,-0.04844,-0.32930,0.07398,
1403638527377829632,-0.10829,-0.68842,0.19091,0.05484,0.81435,-0.08183,0.57196,-0.00302,-0.13909,0.05902,
1403638527477829376,-0.10473,-0.69048,0.19486,0.06510,0.81073,-0.08621,0.57537,0.04154,0.06624,0.03484,
1403638527577829632,-0.09614,-0.67128,0.19583,0.06803,0.81006,-0.08735,0.57580,0.08249,0.26677,0.01216,
1403638527677829632,-0.08251,-0.63212,0.19357,0.06626,0.81060,-0.08374,0.57579,0.11846,0.42510,-0.00609,
1403638527777829376,-0.06786,-0.58604,0.19343,0.06055,0.81202,-0.07632,0.57545,0.14578,0.51276,0.00925,
1403638527877829632,-0.05232,-0.53187,0.19599,0.04648,0.81519,-0.07133,0.57291,0.13498,0.56712,0.04676,
1403638527977829376,-0.03333,-0.47299,0.19900,0.03605,0.81612,-0.06627,0.57294,0.13152,0.57756,0.05769,
1403638528077829632,-0.01334,-0.41381,0.20031,0.02903,0.81491,-0.05869,0.57587,0.12921,0.57893,0.01629,
1403638528177829632,0.00682,-0.35783,0.19733,0.01887,0.81536,-0.04949,0.57653,0.16599,0.52620,-0.01967,
1403638528277829376,0.03102,-0.30811,0.19154,0.00624,0.81674,-0.03878,0.57567,0.25774,0.43349,-0.04168,
1403638528377829632,0.06133,-0.27052,0.18533,-0.00112,0.81636,-0.03052,0.57673,0.30530,0.30455,-0.04993,
1403638528477829376,0.09717,-0.24426,0.18023,-0.00007,0.81566,-0.02683,0.57791,0.34700,0.21162,-0.03422,
1403638528577829632,0.13331,-0.22337,0.17710,0.00103,0.81767,-0.03099,0.57486,0.35561,0.14648,-0.02243,
1403638528677829632,0.16850,-0.20887,0.17683,-0.00050,0.81904,-0.03833,0.57245,0.33049,0.08884,0.01401,
1403638528777829376,0.19933,-0.19925,0.17973,0.00422,0.81831,-0.04326,0.57313,0.22313,0.04259,0.05438,
1403638528877829632,0.21570,-0.19099,0.18644,0.00025,0.81745,-0.05065,0.57377,0.06765,0.03034,0.10068,
1403638528977829376,0.22040,-0.17813,0.19855,-0.00641,0.81744,-0.05743,0.57311,-0.09965,0.05165,0.17041,
1403638529077829632,0.20377,-0.16868,0.21518,-0.00522,0.81845,-0.05871,0.57155,-0.23326,0.10096,0.15188,
1403638529177829632,0.17649,-0.15168,0.22489,0.01170,0.81947,-0.05178,0.57065,-0.31129,0.16290,0.05922,
1403638529277829376,0.14197,-0.13102,0.22349,0.02340,0.82145,-0.04574,0.56797,-0.35460,0.18886,-0.03918,
1403638529377829632,0.10549,-0.10557,0.21098,0.02763,0.82674,-0.04139,0.56038,-0.34061,0.18188,-0.14592,
1403638529477829376,0.07282,-0.08788,0.18985,0.02634,0.83683,-0.03887,0.54545,-0.26862,0.15893,-0.22157,
1403638529577829632,0.04696,-0.07579,0.16483,0.02411,0.84703,-0.03592,0.52978,-0.19377,0.11967,-0.24498,
1403638529677829632,0.02549,-0.07250,0.14033,0.02517,0.85086,-0.03273,0.52377,-0.12227,0.10462,-0.23120,
1403638529777829376,0.01483,-0.06432,0.11734,0.02435,0.84734,-0.03202,0.52953,-0.05549,0.09047,-0.21029,
1403638529877829632,0.00961,-0.05644,0.09636,0.02286,0.84098,-0.03313,0.53956,-0.00825,0.06516,-0.17487,
1403638529977829376,0.00508,-0.04982,0.08103,0.02229,0.83834,-0.03324,0.54368,0.06430,0.02220,-0.12390,
1403638530077829632,0.01205,-0.04761,0.06969,0.02288,0.83975,-0.03375,0.54144,0.11401,0.00407,-0.10430,
1403638530177829632,0.02500,-0.04789,0.06005,0.02396,0.84152,-0.03821,0.53834,0.14774,-0.01256,-0.09682,
1403638530277829376,0.03998,-0.04942,0.04988,0.02615,0.84113,-0.04425,0.53838,0.14780,-0.02792,-0.10154,
1403638530377829632,0.05333,-0.05269,0.04001,0.02869,0.84052,-0.04946,0.53875,0.13504,-0.03770,-0.09074,
1403638530477829376,0.06507,-0.05640,0.03253,0.02893,0.84031,-0.05329,0.53870,0.10536,-0.03527,-0.06671,
1403638530577829632,0.07284,-0.06061,0.02693,0.02817,0.84033,-0.05659,0.53837,0.06492,-0.04422,-0.05573,
1403638530677829632,0.07719,-0.06399,0.02187,0.02935,0.84333,-0.05874,0.53337,0.04194,-0.02513,-0.05823,
1403638530777829376,0.08029,-0.06610,0.01639,0.02944,0.84675,-0.06025,0.52774,0.03274,-0.02061,-0.05828,
1403638530877829632,0.08261,-0.06736,0.01172,0.02748,0.84742,-0.05960,0.52685,0.02170,-0.01291,-0.03601,
1403638530977829376,0.08380,-0.06768,0.00872,0.02619,0.84524,-0.05960,0.53041,0.01099,-0.00130,-0.02835,
1403638531077829632,0.08388,-0.06729,0.00674,0.02691,0.84185,-0.05829,0.53589,-0.01549,0.01232,0.00041,
1403638531177829632,0.08373,-0.06557,0.00745,0.02755,0.83974,-0.05619,0.53936,0.00661,0.00760,-0.00340,
1403638531277829376,0.08407,-0.06449,0.00599,0.03034,0.83861,-0.05487,0.54112,-0.00856,0.01492,0.00636,
1403638531377829632,0.08395,-0.06371,0.00564,0.03033,0.83744,-0.05511,0.54289,0.00879,-0.00576,0.00962,
1403638531477829376,0.08378,-0.06410,0.00575,0.03057,0.83640,-0.05557,0.54443,-0.00692,-0.00002,-0.00041,
1403638531577829632,0.08359,-0.06419,0.00561,0.03128,0.83677,-0.05455,0.54394,-0.00047,-0.00149,-0.00135,
1403638531677829632,0.08357,-0.06399,0.00549,0.03061,0.83687,-0.05519,0.54376,0.00287,-0.00657,0.00110,
1403638531777829376,0.08365,-0.06408,0.00548,0.03105,0.83680,-0.05530,0.54382,0.00032,-0.00193,-0.00204,
1403638531877829632,0.08358,-0.06413,0.00545,0.03138,0.83688,-0.05532,0.54367,0.00051,0.00078,-0.00289,
1403638531977829376,0.08361,-0.06421,0.00542,0.03174,0.83688,-0.05542,0.54365,0.00090,0.00354,-0.00348,
1403638532077829632,0.08359,-0.06426,0.00537,0.03208,0.83689,-0.05543,0.54361,0.00435,0.00035,-0.00014,
1403638532177829632,0.08359,-0.06429,0.00534,0.03223,0.83689,-0.05565,0.54358,0.00016,-0.00119,-0.00191,
1403638532277829376,0.08359,-0.06430,0.00532,0.03233,0.83688,-0.05597,0.54356,0.00359,-0.00219,0.00073,
1403638532377829632,0.08358,-0.06433,0.00530,0.03247,0.83686,-0.05614,0.54357,0.00225,-0.00247,-0.00012,
1403638532477829376,0.08359,-0.06436,0.00529,0.03254,0.83682,-0.05632,0.54360,0.00139,-0.00141,-0.00097,
1403638532577829632,0.08357,-0.06440,0.00526,0.03280,0.83683,-0.05651,0.54355,0.00295,-0.00079,-0.00099,
1403638532677829632,0.08360,-0.06446,0.00526,0.03302,0.83678,-0.05660,0.54360,0.00069,0.00055,-0.00192,
1403638532777829376,0.08357,-0.06452,0.00525,0.03337,0.83679,-0.05666,0.54356,0.00323,0.00078,-0.00044,
1403638532877829632,0.08357,-0.06455,0.00524,0.03363,0.83677,-0.05681,0.54357,0.00085,-0.00016,-0.00151,
1403638532977829376,0.08357,-0.06461,0.00525,0.03388,0.83672,-0.05697,0.54361,0.00203,-0.00083,-0.00053,
1403638533077829632,0.08356,-0.06465,0.00523,0.03409,0.83670,-0.05712,0.54360,0.00197,0.00039,-0.00017,
1403638533177829632,0.08357,-0.06470,0.00522,0.03433,0.83663,-0.05733,0.54367,0.00115,-0.00006,-0.00132,
1403638533277829376,0.08356,-0.06475,0.00521,0.03456,0.83659,-0.05751,0.54371,0.00258,-0.00024,0.00009,
1403638533377829632,0.08356,-0.06480,0.00520,0.03486,0.83655,-0.05763,0.54374,0.00085,0.00070,-0.00082,
1403638533477829376,0.08358,-0.06484,0.00521,0.03496,0.83652,-0.05772,0.54377,0.00175,-0.00143,-0.00047,
1403638533577829632,0.08356,-0.06486,0.00520,0.03512,0.83649,-0.05786,0.54379,0.00144,-0.00307,-0.00038,
1403638533677829632,0.08357,-0.06490,0.00520,0.03532,0.83644,-0.05805,0.54383,-0.00052,-0.00098,-0.00060,
1403638533777829376,0.08356,-0.06492,0.00520,0.03547,0.83640,-0.05817,0.54386,0.00257,-0.00040,0.00003,
1403638533877829632,0.08357,-0.06493,0.00519,0.03546,0.83641,-0.05803,0.54387,-0.00088,-0.00656,-0.00176,
1403638533977829376,0.08360,-0.06500,0.00519,0.03578,0.83638,-0.05838,0.54386,-0.00165,-0.00762,-0.00175,
1403638534077829632,0.08353,-0.06505,0.00518,0.03635,0.83628,-0.05886,0.54392,-0.00003,-0.00026,-0.00058,
1403638534177829632,0.08357,-0.06508,0.00520,0.03604,0.83630,-0.05872,0.54392,-0.00049,0.00130,0.00086,
1403638534277829376,0.08358,-0.06502,0.00523,0.03583,0.83639,-0.05861,0.54382,-0.00109,-0.00285,0.00071,
1403638534377829632,0.08358,-0.06503,0.00525,0.03599,0.83636,-0.05873,0.54383,-0.00323,-0.00346,0.00156,
1403638534477829376,0.08362,-0.06511,0.00519,0.03619,0.83637,-0.05904,0.54378,-0.00316,-0.00792,0.00011,
1403638534577829632,0.08359,-0.06508,0.00523,0.03615,0.83644,-0.05880,0.54369,0.00153,-0.00423,0.00029,
1403638534677829632,0.08362,-0.06504,0.00525,0.03605,0.83642,-0.05866,0.54375,-0.00062,-0.00277,-0.00159,
1403638534777829376,0.08364,-0.06511,0.00521,0.03619,0.83641,-0.05859,0.54376,0.00135,-0.00532,0.00023,
1403638534877829632,0.08360,-0.06513,0.00525,0.03656,0.83635,-0.05880,0.54381,-0.00225,-0.00990,-0.00112,
1403638534977829376,0.08360,-0.06521,0.00522,0.03666,0.83637,-0.05889,0.54376,-0.00127,-0.00343,-0.00099,
1403638535077829632,0.08358,-0.06519,0.00527,0.03658,0.83643,-0.05889,0.54368,-0.00044,-0.00315,0.00034,
1403638535177829632,0.08364,-0.06520,0.00524,0.03652,0.83639,-0.05894,0.54373,-0.00074,-0.00135,-0.00017,
1403638535277829376,0.08362,-0.06521,0.00522,0.03647,0.83638,-0.05895,0.54375,-0.00041,-0.00331,-0.00098,
1403638535377829632,0.08358,-0.06518,0.00528,0.03655,0.83637,-0.05894,0.54375,0.00037,-0.00120,-0.00129,
1403638535477829376,0.08358,-0.06519,0.00529,0.03667,0.83637,-0.05897,0.54375,0.00158,-0.00023,-0.00019,
1403638535577829632,0.08365,-0.06521,0.00527,0.03666,0.83638,-0.05894,0.54374,0.00123,0.00046,-0.00025,
1403638535677829632,0.08361,-0.06519,0.00529,0.03662,0.83636,-0.05898,0.54377,0.00009,-0.00076,-0.00048,
1403638535777829376,0.08362,-0.06523,0.00525,0.03668,0.83633,-0.05901,0.54380,0.00057,0.00026,0.00009,
1403638535877829632,0.08364,-0.06524,0.00525,0.03660,0.83635,-0.05897,0.54379,-0.00049,-0.00111,-0.00121,
1403638535977829376,0.08357,-0.06520,0.00530,0.03658,0.83639,-0.05895,0.54373,0.00308,-0.00151,0.00112,
1403638536077829632,0.08359,-0.06520,0.00530,0.03657,0.83632,-0.05901,0.54382,0.00063,-0.00190,-0.00057,
1403638536177829632,0.08360,-0.06522,0.00531,0.03657,0.83631,-0.05904,0.54384,-0.00112,-0.00112,0.00023,
1403638536277829376,0.08359,-0.06522,0.00531,0.03663,0.83631,-0.05900,0.54384,0.00331,-0.00113,0.00058,
1403638536377829632,0.08360,-0.06522,0.00531,0.03664,0.83625,-0.05901,0.54393,0.00025,-0.00126,-0.00138,
1403638536477829376,0.08364,-0.06524,0.00529,0.03665,0.83624,-0.05901,0.54395,0.00072,-0.00199,-0.00009,
1403638536577829632,0.08361,-0.06523,0.00531,0.03657,0.83625,-0.05900,0.54394,-0.00027,-0.00232,-0.00156,
1403638536677829632,0.08361,-0.06523,0.00530,0.03657,0.83624,-0.05898,0.54395,0.00099,-0.00227,-0.00063,
1403638536777829376,0.08360,-0.06525,0.00526,0.03663,0.83621,-0.05905,0.54400,0.00041,-0.00300,-0.00115,
1403638536877829632,0.08360,-0.06523,0.00528,0.03656,0.83616,-0.05913,0.54407,-0.00033,-0.00136,0.00100,
1403638536977829376,0.08358,-0.06522,0.00530,0.03648,0.83617,-0.05915,0.54405,-0.00011,-0.00296,-0.00025,
1403638537077829632,0.08361,-0.06519,0.00533,0.03648,0.83616,-0.05905,0.54408,0.00012,-0.00575,-0.00158,
1403638537177829632,0.08361,-0.06518,0.00534,0.03662,0.83610,-0.05902,0.54417,-0.00017,-0.00349,0.00006,
1403638537277829376,0.08361,-0.06518,0.00537,0.03674,0.83611,-0.05895,0.54415,0.00039,-0.00428,0.00098,
1403638537377829632,0.08361,-0.06519,0.00537,0.03674,0.83609,-0.05894,0.54418,0.00104,-0.00266,0.00041,
1403638537477829376,0.08361,-0.06519,0.00538,0.03671,0.83608,-0.05893,0.54420,0.00098,-0.00292,-0.00088,
1403638537577829632,0.08361,-0.06517,0.00540,0.03673,0.83610,-0.05880,0.54418,-0.00203,0.00160,-0.00304,
1403638537677829632,0.08363,-0.06517,0.00545,0.03678,0.83612,-0.05881,0.54415,0.00086,-0.00153,0.00024,
1403638537777829376,0.08366,-0.06518,0.00544,0.03674,0.83608,-0.05884,0.54420,-0.00027,0.00035,0.00126,
1403638537877829632,0.08365,-0.06516,0.00546,0.03685,0.83608,-0.05876,0.54421,0.00406,-0.00158,0.00188,
1403638537977829376,0.08366,-0.06518,0.00548,0.03690,0.83605,-0.05889,0.54424,-0.00326,0.00002,-0.00114,
1403638538077829632,0.08364,-0.06515,0.00551,0.03686,0.83603,-0.05887,0.54427,-0.00250,-0.00212,-0.00091,
1403638538177829632,0.08364,-0.06516,0.00552,0.03688,0.83600,-0.05885,0.54431,0.00893,-0.00433,-0.00079,
1403638538277829376,0.08372,-0.06512,0.00551,0.03687,0.83597,-0.05872,0.54438,-0.00121,-0.00162,0.00083,
1403638538377829632,0.08368,-0.06515,0.00555,0.03704,0.83593,-0.05871,0.54443,-0.00431,0.00109,-0.00235,
1403638538477829376,0.08365,-0.06514,0.00561,0.03700,0.83594,-0.05867,0.54442,-0.00297,-0.00285,0.00280,
1403638538577829632,0.08369,-0.06514,0.00567,0.03723,0.83592,-0.05869,0.54443,0.00174,-0.00312,-0.00327,
1403638538677829632,0.08372,-0.06515,0.00567,0.03704,0.83574,-0.05879,0.54471,0.00300,-0.00559,-0.00463,
1403638538777829376,0.08378,-0.06519,0.00604,0.03687,0.83497,-0.05860,0.54592,0.00611,-0.00036,-0.01650,
1403638538877829632,0.08518,-0.06478,0.00644,0.03613,0.83397,-0.05809,0.54755,0.01990,-0.00536,0.02040,
1403638538977829376,0.08858,-0.06459,0.00892,0.03697,0.82926,-0.05739,0.55468,0.03468,0.00157,0.03379,
1403638539077829632,0.09292,-0.06449,0.01247,0.03862,0.82366,-0.05894,0.56269,0.04525,0.00238,0.04615,
1403638539177829632,0.10061,-0.06441,0.02024,0.03793,0.81839,-0.05940,0.57032,0.07771,0.00361,0.11890,
1403638539277829376,0.10943,-0.06443,0.03571,0.03781,0.81470,-0.05870,0.57566,0.08073,0.00298,0.19571,
1403638539377829632,0.11775,-0.06448,0.05893,0.03752,0.81563,-0.05823,0.57441,0.08024,0.00076,0.27150,
1403638539477829376,0.12689,-0.06530,0.08837,0.03725,0.81769,-0.05727,0.57160,0.08132,-0.00312,0.31944,
1403638539577829632,0.13706,-0.06680,0.12049,0.03694,0.81866,-0.05593,0.57036,0.09318,-0.00919,0.32569,
1403638539677829632,0.14824,-0.06812,0.14754,0.03533,0.81927,-0.05553,0.56962,0.10096,-0.00840,0.22374,
1403638539777829376,0.15819,-0.06876,0.16381,0.03576,0.82053,-0.05374,0.56795,0.10856,-0.00687,0.10786,
1403638539877829632,0.17022,-0.06871,0.17284,0.03491,0.82308,-0.05317,0.56435,0.13093,0.00182,0.07322,
1403638539977829376,0.18582,-0.06824,0.18029,0.03321,0.82766,-0.05291,0.55775,0.16394,-0.00670,0.07647,
1403638540077829632,0.20567,-0.06919,0.18722,0.03300,0.83357,-0.05279,0.54889,0.21485,-0.00637,0.06616,
1403638540177829632,0.23023,-0.07027,0.19447,0.03273,0.83753,-0.05254,0.54288,0.28597,-0.00918,0.07438,
1403638540277829376,0.26413,-0.07099,0.20898,0.03328,0.83334,-0.05123,0.54937,0.36361,-0.01469,0.11663,
1403638540377829632,0.30210,-0.07211,0.21683,0.03401,0.82727,-0.04921,0.55861,0.40660,-0.00957,0.08600,
1403638540477829376,0.34422,-0.07233,0.22411,0.03082,0.82499,-0.04320,0.56264,0.43457,0.00861,0.07590,
1403638540577829632,0.39072,-0.07148,0.22962,0.02358,0.82527,-0.03175,0.56335,0.46250,0.02726,0.07181,
1403638540677829632,0.43985,-0.07003,0.23509,0.01522,0.82547,-0.01457,0.56406,0.48673,0.03874,0.06562,
1403638540777829376,0.49103,-0.06651,0.23975,0.00727,0.82463,0.00943,0.56554,0.50852,0.06994,0.05790,
1403638540877829632,0.54338,-0.05988,0.24304,-0.00309,0.82397,0.03744,0.56539,0.51993,0.11379,0.03609,
1403638540977829376,0.59603,-0.04846,0.24468,-0.01687,0.82241,0.06374,0.56506,0.52944,0.15767,0.01891,
1403638541077829632,0.64922,-0.03340,0.24404,-0.03071,0.82020,0.08324,0.56515,0.52895,0.19090,-0.01638,
1403638541177829632,0.70413,-0.01513,0.23845,-0.04051,0.81843,0.09655,0.56499,0.53306,0.22663,-0.06870,
1403638541277829376,0.75872,0.00821,0.23044,-0.04564,0.81762,0.10535,0.56420,0.54005,0.25662,-0.03977,
1403638541377829632,0.81355,0.03627,0.23015,-0.04866,0.81744,0.10898,0.56352,0.53976,0.30391,0.01365,
1403638541477829376,0.86755,0.06890,0.23593,-0.04987,0.81724,0.10924,0.56364,0.53732,0.35293,0.07629,
1403638541577829632,0.92059,0.10732,0.24804,-0.04920,0.81580,0.10983,0.56567,0.55758,0.41813,0.14689,
1403638541677829632,0.97630,0.15316,0.26863,-0.05341,0.81408,0.11286,0.56717,0.55950,0.48433,0.22240,
1403638541777829376,1.02971,0.20358,0.29442,-0.06339,0.81269,0.11847,0.56699,0.54018,0.53072,0.28138,
1403638541877829632,1.08021,0.25884,0.32824,-0.07533,0.81123,0.12743,0.56568,0.50905,0.56454,0.30922,
1403638541977829376,1.12865,0.31608,0.35889,-0.08711,0.81007,0.14177,0.56223,0.49817,0.58854,0.24158,
1403638542077829632,1.17572,0.37480,0.38317,-0.10108,0.80787,0.15881,0.55848,0.48183,0.60011,0.18503,
1403638542177829632,1.22078,0.43419,0.40139,-0.11651,0.80394,0.17874,0.55513,0.47194,0.61356,0.13074,
1403638542277829376,1.26540,0.49552,0.41338,-0.13141,0.79987,0.20207,0.54965,0.46346,0.62355,0.07532,
1403638542377829632,1.30936,0.55719,0.42207,-0.14526,0.79203,0.22393,0.54904,0.46432,0.63025,0.06068,
1403638542477829376,1.35161,0.61796,0.42837,-0.15178,0.77828,0.24433,0.55816,0.44275,0.63283,0.03581,
1403638542577829632,1.39227,0.67994,0.43167,-0.14825,0.76607,0.26291,0.56748,0.38848,0.65742,0.02631,
1403638542677829632,1.42688,0.74517,0.43658,-0.14920,0.76252,0.27243,0.56753,0.31102,0.69127,0.08442,
1403638542777829376,1.45456,0.81493,0.44837,-0.15847,0.76651,0.27153,0.56001,0.22820,0.72729,0.15247,
1403638542877829632,1.47697,0.88872,0.46743,-0.16533,0.77188,0.26852,0.55206,0.16821,0.74280,0.20453,
1403638542977829376,1.49520,0.96417,0.49369,-0.16947,0.77651,0.26541,0.54578,0.12161,0.73990,0.27284,
1403638543077829632,1.51042,1.03962,0.52207,-0.17215,0.78013,0.26231,0.54125,0.13201,0.76860,0.25619,
1403638543177829632,1.52476,1.11619,0.54499,-0.17243,0.78133,0.25990,0.54060,0.12893,0.78023,0.18999,
1403638543277829376,1.53952,1.19270,0.56377,-0.17250,0.78176,0.25744,0.54113,0.13260,0.78601,0.13297,
1403638543377829632,1.55455,1.27094,0.57479,-0.17182,0.78296,0.25643,0.54009,0.13432,0.79062,0.09370,
1403638543477829376,1.57024,1.35098,0.58264,-0.17400,0.78196,0.26081,0.53874,0.14330,0.79902,0.04871,
1403638543577829632,1.58267,1.42990,0.59017,-0.17918,0.77893,0.27186,0.53596,0.12985,0.81386,0.01340,
1403638543677829632,1.59578,1.51270,0.59354,-0.18613,0.77321,0.28944,0.53266,0.11872,0.84090,0.00526,
1403638543777829376,1.60717,1.59567,0.59875,-0.19639,0.76509,0.31068,0.52872,0.11727,0.85977,0.06351,
1403638543877829632,1.61707,1.67548,0.61075,-0.20824,0.75491,0.33321,0.52509,0.11231,0.89438,0.14596,
1403638543977829376,1.62903,1.76156,0.62962,-0.22233,0.74638,0.35150,0.51955,0.11250,0.91207,0.22014,
1403638544077829632,1.64083,1.84720,0.65206,-0.23724,0.74239,0.36279,0.51085,0.10853,0.90065,0.23199,
1403638544177829632,1.65439,1.93417,0.67393,-0.24762,0.73931,0.36930,0.50569,0.12918,0.90901,0.18696,
1403638544277829376,1.66967,2.02493,0.68991,-0.25433,0.73680,0.37262,0.50359,0.14753,0.90755,0.11614,
1403638544377829632,1.68484,2.11294,0.69944,-0.25590,0.73616,0.37520,0.50180,0.16457,0.90154,0.06136,
1403638544477829376,1.70179,2.20334,0.70682,-0.25503,0.73672,0.37631,0.50059,0.18490,0.91171,0.04124,
1403638544577829632,1.72016,2.29589,0.71270,-0.25690,0.73408,0.37544,0.50415,0.18402,0.91563,0.06622,
1403638544677829632,1.73871,2.39126,0.72666,-0.26192,0.72762,0.37470,0.51144,0.18853,0.92982,0.13876,
1403638544777829376,1.75650,2.48175,0.74209,-0.26326,0.72678,0.37568,0.51122,0.17952,0.90220,0.14607,
1403638544877829632,1.77333,2.57471,0.75813,-0.26126,0.73003,0.37795,0.50592,0.18340,0.89683,0.10306,
1403638544977829376,1.79075,2.66390,0.76696,-0.26148,0.73085,0.37867,0.50408,0.17979,0.89651,0.04631,
1403638545077829632,1.80838,2.75323,0.77043,-0.26304,0.72961,0.37861,0.50510,0.18451,0.88805,-0.00675,
1403638545177829632,1.82368,2.84376,0.77035,-0.26282,0.72921,0.37970,0.50498,0.18530,0.87100,-0.07297,
1403638545277829376,1.84134,2.93190,0.76184,-0.26218,0.72858,0.38136,0.50497,0.18292,0.87845,-0.11260,
1403638545377829632,1.85981,3.02055,0.74958,-0.26399,0.72594,0.38047,0.50850,0.17254,0.86623,-0.17393,
1403638545477829376,1.87394,3.10467,0.73584,-0.26622,0.72580,0.38144,0.50679,0.15282,0.85856,-0.17324,
